geneID	transcriptID	external_gene_name	chromosome_name	start_position	coef.covar.mat[covar.idx, test.var]WT/FC	coef.covar.mat[covar.idx, test.var]FC/FC	coef.covar.mat[covar.idx, test.var]WT/VS	coef.covar.mat[covar.idx, test.var]VS/VS	p	p_adj
ENSMUSG00000003316	ENSMUST00000003404,ENSMUST00000164283,ENSMUST00000168741,ENSMUST00000169020	Glg1	8	111881053	0.603169699469921	0.176765888053244	-1.22660762607405	-0.698357978730507	6.29659216838691e-07	0.00413355654450328
ENSMUSG00000003660	ENSMUST00000103220,ENSMUST00000131435,ENSMUST00000140868,ENSMUST00000142327,ENSMUST00000143481	Snrnp200	2	127050306	0.732545168363456	0.805796980545713	-0.70807852590102	-0.801610645480741	7.29656420644981e-07	0.00413355654450328
ENSMUSG00000004356	ENSMUST00000004470,ENSMUST00000218967,ENSMUST00000218990,ENSMUST00000219662,ENSMUST00000220188,ENSMUST00000220275,ENSMUST00000220439	Utp20	10	88582469	0.761939044987148	0.630498361256103	-0.803297263275278	-0.666943508093521	8.83333370006986e-06	0.00413355654450328
ENSMUSG00000005533	ENSMUST00000005671,ENSMUST00000207487,ENSMUST00000207621,ENSMUST00000208348,ENSMUST00000208731,ENSMUST00000208871	Igf1r	7	67602575	0.566487649794762	0.471361536724295	-1.02205067827726	-0.6630531333764	4.5710344184173e-06	0.00413355654450328
ENSMUSG00000006333	ENSMUST00000006496,ENSMUST00000108623,ENSMUST00000108624,ENSMUST00000108625,ENSMUST00000126562,ENSMUST00000128729,ENSMUST00000136858,ENSMUST00000139818,ENSMUST00000146303,ENSMUST00000146927	Rps9	7	3706992	-0.48087017345852	-0.42993258451409	1.01694211947996	0.793431268324306	8.76040069462486e-06	0.00413355654450328
ENSMUSG00000015671	ENSMUST00000170836,ENSMUST00000221168	Psma2	13	14787825	-0.769400750421405	-0.558125859837868	0.914001425961456	0.468008639824749	9.77960567174239e-06	0.00413355654450328
ENSMUSG00000018707	ENSMUST00000018851,ENSMUST00000107660,ENSMUST00000166185,ENSMUST00000166323,ENSMUST00000167395,ENSMUST00000170024,ENSMUST00000171535,ENSMUST00000172218	Dync1h1	12	110567886	0.894351120575607	0.385081003603254	-0.899233247690797	-0.704708022354331	1.47624389735197e-06	0.00413355654450328
ENSMUSG00000019897	ENSMUST00000020049,ENSMUST00000133538,ENSMUST00000155406	Ccdc59	10	105676928	-1.12103092847661	-0.193519629217675	0.664474117218564	0.62106138043297	6.19169072598529e-06	0.00413355654450328
ENSMUSG00000020358	ENSMUST00000074669,ENSMUST00000101249,ENSMUST00000109103	Hnrnpab	11	51490927	-0.652573037052703	-0.374488653301777	1.06029315983664	0.772339917151931	2.65265006195526e-06	0.00413355654450328
ENSMUSG00000020668	ENSMUST00000020999,ENSMUST00000217891,ENSMUST00000218952,ENSMUST00000219895,ENSMUST00000220210	Kif3c	12	3415132	0.694676541272116	0.618813296934726	-0.656999726318392	-0.928080073817849	3.81449883583324e-06	0.00413355654450328
ENSMUSG00000020721	ENSMUST00000075012,ENSMUST00000100305,ENSMUST00000106746,ENSMUST00000133862,ENSMUST00000141730,ENSMUST00000143634,ENSMUST00000153080,ENSMUST00000154847	Helz	11	107438756	0.782570918016958	0.247457693591944	-0.937121789982921	-0.705014723669172	3.36787844398624e-06	0.00413355654450328
ENSMUSG00000020900	ENSMUST00000018887,ENSMUST00000092984,ENSMUST00000102611,ENSMUST00000108673,ENSMUST00000124006,ENSMUST00000139059,ENSMUST00000141558,ENSMUST00000143032,ENSMUST00000145408,ENSMUST00000155765	Myh10	11	68582385	0.44275763912728	0.484727544679299	-1.05134454088061	-0.779831843452756	9.36498254638772e-06	0.00413355654450328
ENSMUSG00000023830	ENSMUST00000024599,ENSMUST00000159127,ENSMUST00000161738	Igf2r	17	12901293	0.585046866026529	0.33920824638055	-1.19909445489202	-0.53009038056663	6.71054592658652e-06	0.00413355654450328
ENSMUSG00000025192	ENSMUST00000081079,ENSMUST00000131293,ENSMUST00000134481,ENSMUST00000144314,ENSMUST00000152786	Entpd7	19	43678111	0.837708717161038	0.226160526053559	-0.878945122962853	-0.785893037533206	6.5606831458717e-06	0.00413355654450328
